org_sujo;org_detalhe_sujo;id_org_dupla;org_limpo;org_detalhe_limpo;id_org_unica
Oswaldo Cruz Institute;NA;1981;Fiocruz - Fundação Oswaldo Cruz;NA;272
National School of Public Health;NA;2018;Fiocruz - Fundação Oswaldo Cruz;NA;272
Fiocruz;Researcher and Project Manager, Department of Endemic Disease;2306;Fiocruz - Fundação Oswaldo Cruz;NA;272
Fundação Oswaldo Cruz;NA;3006;Fiocruz - Fundação Oswaldo Cruz;NA;272
FIRJAN;NA;1493;FIRJAN - Federação das Indústrias do Estado do Rio de Janeiro;NA;273
Interstate Federation of Engineering Unions;NA;652;FISENGE - Federação Interestadual de Sindicatos de Engenheiros;NA;274
Insterstate Federation of Engineering Unions;NA;705;FISENGE - Federação Interestadual de Sindicatos de Engenheiros;NA;274
Environmental Forum of the Brazilian Electricity Sector;Climate Policy;2262;FMASE - Fórum de Meio Ambiente e Sustentabilidade do Setor Elétrico;NA;275
National Fund of Education Development;Contracts;601;FNDE - Fundo Nacional de Desenvolvimento da Educação;NA;276
National Fund of Education Development;Programmes on School Meals;1256;FNDE - Fundo Nacional de Desenvolvimento da Educação;NA;276
Força Sindical;Policy;871;Força Sindical;NA;277
Força Sindical;Sustainable Development;933;Força Sindical;NA;277
Força Sindical;NA;1049;Força Sindical;NA;277
Força Sindical;National Bureau of Citizenship and Human Rights;2344;Força Sindical;NA;277
Força Sindical;Environment;2399;Força Sindical;NA;277
Força Sindical;Youth Secretary;2453;Força Sindical;NA;277
Solidary Economy Brazilian Forum;NA;675;Fórum Brasileiro de Economia Solidária;NA;278
Reforma Urbana National Forum;NA;1057;Fórum Nacional de Reforma Urbana;NA;279
Fórum Permanente de Sustentabilidade de Amazônia;NA;2441;Fórum Permanente de Sustentabilidade de Amazônia;NA;280
National Front of the Mayors;NA;795;Frente Nacional de Prefeitos;NA;281
National Front of the Mayors;Police issues;1024;Frente Nacional de Prefeitos;NA;281
National Front of the Mayors;Guarulhos;1191;Frente Nacional de Prefeitos;NA;281
National Front of the Mayors;Maringá;1219;Frente Nacional de Prefeitos;NA;281
Mayors National Front;NA;2628;Frente Nacional de Prefeitos;NA;281
Manejo Florestal Council;NA;598;FSC - Conselho de Manejo Florestal;NA;282
National Foundation of the Indigenous Peoples;International Affairs;706;FUNAI - Fundação Nacional do Índio;NA;283
National Foundation of the Indigenous Peoples;Environmental Management;973;FUNAI - Fundação Nacional do Índio;NA;283
National Foundation of the Indigenous Peoples;NA;1061;FUNAI - Fundação Nacional do Índio;NA;283
National Foundation of the Indigenous People;General Coordination on Territorial Monitoring;1228;FUNAI - Fundação Nacional do Índio;NA;283
FUNAI;NA;1983;FUNAI - Fundação Nacional do Índio;NA;283
FUNAI;NA;1983;FUNAI - Fundação Nacional do Índio;NA;283
Fundação Nacional do Índio;General Coordination Territorial Monitoring;2321;FUNAI - Fundação Nacional do Índio;NA;283
National Indian Foundation;Environmental Policy;2509;FUNAI - Fundação Nacional do Índio;NA;283
National Indian Foundation;NA;2510;FUNAI - Fundação Nacional do Índio;NA;283
National Indian Foundation;Presidency;2570;FUNAI - Fundação Nacional do Índio;NA;283
National Indigenous Foundation;Territorial Monitoring;2571;FUNAI - Fundação Nacional do Índio;NA;283
National Indian Foundation;Social Policies;2572;FUNAI - Fundação Nacional do Índio;NA;283
FUNAI - Fundação Nacional do Índio;NA;2834;FUNAI - Fundação Nacional do Índio;NA;283
Funarte;NA;439;Funarte - Fundação Nacional de Artes;NA;284
National Health Foundation;Environmental Health;440;FUNASA - Fundação Nacional de Saúde;NA;285
National Health Foundation;NA;822;FUNASA - Fundação Nacional de Saúde;NA;285
FUNASA - Fundação Nacional de Saúde;Coordenação Geral de Vigilância Ambiental;2891;FUNASA - Fundação Nacional de Saúde;NA;285
Funatura;NA;836;Funatura - Fundação Pró-Natureza;NA;286
Brazilian Biodiversity Fund;NA;133;FUNBIO - Fundo Brasileiro para a Biodiversidade;NA;287
Brazilian Biodiversity Fund;Knowledge Unit Manager;140;FUNBIO - Fundo Brasileiro para a Biodiversidade;NA;287
Brazilian Biodiversity Fund;Marketing;145;FUNBIO - Fundo Brasileiro para a Biodiversidade;NA;287
Fundo Brasileiro para a Biodiversidade (FUNBIO);NA;3036;FUNBIO - Fundo Brasileiro para a Biodiversidade;NA;287
Fundo Brasileiro para a Biodiversidade (FUNBIO);Coordenação da Agência do GEF;3101;FUNBIO - Fundo Brasileiro para a Biodiversidade;NA;287
Fundo Brasileiro para a Biodiversidade (FUNBIO);Coordenação de Comunicação e Marketing;3102;FUNBIO - Fundo Brasileiro para a Biodiversidade;NA;287
Fundo Brasileiro para a Biodiversidade (FUNBIO);Coordenadoria de Doações Nacionais e Internacionais;3155;FUNBIO - Fundo Brasileiro para a Biodiversidade;NA;287
Fundo Brasileiro para a Biodiversidade (FUNBIO);Comunicação e Marketing;3156;FUNBIO - Fundo Brasileiro para a Biodiversidade;NA;287
Sustainable Amazonas Foundation;NA;1968;Fundação Amazonas Sustentável;NA;288
Sustainable Amazonas Foundation;Scientific and Technical;1972;Fundação Amazonas Sustentável;NA;288
Sustainable Amazonas Foundation;Amazonas, Director Sustainable, Scientific and;2053;Fundação Amazonas Sustentável;NA;288
Sustainable Amazon Foundation;NA;2110;Fundação Amazonas Sustentável;NA;288
Fundação Amazonas Sustentável;Marketing;2323;Fundação Amazonas Sustentável;NA;288
Fundação Amazonas Sustentável;Scientific;2346;Fundação Amazonas Sustentável;NA;288
Fundação Amazonas Sustentável;NA;2377;Fundação Amazonas Sustentável;NA;288
Fundação Amazonas Sustentável;Development Coordinator Researcher;2401;Fundação Amazonas Sustentável;NA;288
Fundação Amazonas Sustentável;Special Projects;2444;Fundação Amazonas Sustentável;NA;288
Fundaçâo Ambiente e Recursos Naturais;NA;2011;Fundaçâo Ambiente e Recursos Naturais;NA;289
National Library Foundation;NA;790;Fundação Biblioteca Nacional;NA;290
Cacique Cobra Coral Foundation;Corporate and Government Affairs;1086;Fundação Cacique Cobra Coral;NA;291
Casa de Rui Barbosa Foundation;NA;1248;Fundação Casa de Rui Barbosa;NA;292
Palmares Cultural Foundation;NA;48;Fundação Cultural Palmares;NA;293
Palmares Cultural Foundation;Presidente do Quilombo Santo Antonio do Guapore;106;Fundação Cultural Palmares;NA;293
Palmares Foundation;NA;732;Fundação Cultural Palmares;NA;293
FORD Foundation;NA;1060;Fundação Ford;NA;294
Fundaçâo Futuro Latino-Americano;NA;2010;Fundaçâo Futuro Latino-Americano;NA;295
Grupo Esquel Brasil Foundation;NA;1168;Fundação Grupo Esquel Brasil;NA;296
Grupo Esquel Brasil Foundaton;International Affairs;1170;Fundação Grupo Esquel Brasil;NA;296
Fundação Esquel;NA;2852;Fundação Grupo Esquel Brasil;NA;296
Fundação Grupo Esquel Brasil e GT Clima;Climate Change Communication;2373;Fundação Grupo Esquel Brasil e GT Clima;NA;297
Fundação Grupo Esquel Brasil e GT Clima;Climate Change & Sustainable Development;2442;Fundação Grupo Esquel Brasil e GT Clima;NA;297
Fundação Grupo Esquel Brasil e GT Clima;Administrative & Finance;2459;Fundação Grupo Esquel Brasil e GT Clima;NA;297
Fundação Joaquim Nabuco;NA;1282;Fundação Joaquim Nabuco;NA;298
Mauricio Grabois Foundation;NA;2023;Fundação Maurício Grabois;NA;299
Public Research and Regulation Foundation;NA;67;PRRI - Public Research and Regulation Initiative;NA;300
Fundacentro;NA;721;Fundacentro - Fundação Jorge Duprat Figueiredo de Segurança e Medicina do Trabalho;NA;301
Fundacentro;Chemical Agents Department - Hygiene at Work Coordination;1327;Fundacentro - Fundação Jorge Duprat Figueiredo de Segurança e Medicina do Trabalho;NA;301
Fundación Avina;Climate Change Program;2382;Fundación Avina;NA;302
COMAGE/FURNAS;Work Group on Climate Change;1543;Furnas Centrais Elétricas;NA;303
Furnas Centrais Elétricas;Environmental;1867;Furnas Centrais Elétricas;NA;303
GSI;NA;373;Gabinete de Segurança Institucional da Presidência;NA;304
GSI;NA;373;Gabinete de Segurança Institucional da Presidência;NA;304
Coordenação e Acompanhamento de Assuntos Militares;Military Affairs;799;Gabinete de Segurança Institucional da Presidência;NA;304
Institutional Security Cabinet of the Presidency;NA;903;Gabinete de Segurança Institucional da Presidência;NA;304
Institutional Security Cabinet of the Presidency;Presidential Security;999;Gabinete de Segurança Institucional da Presidência;NA;304
Institutional Security Cabinet of the Presidency;Coordination for Environmental Security;1070;Gabinete de Segurança Institucional da Presidência;NA;304
Presidency, Security;NA;2535;Gabinete de Segurança Institucional da Presidência;NA;304
Institutional Security Cabinet;NA;2686;Gabinete de Segurança Institucional da Presidência;NA;304
Gabinete Militar da Presidência;NA;2756;Gabinete de Segurança Institucional da Presidência;NA;304
Presidência da República;Segurança;2948;Gabinete de Segurança Institucional da Presidência;NA;304
GERDAU;NA;1755;Gerdau;NA;305
Grupo de Institutos, Fundações e Empresas;NA;698;GIFE - Grupo de Institutos, Fundações e Empresas;NA;306
Grupo de Instituto Fundações e Empresas;NA;756;GIFE - Grupo de Institutos, Fundações e Empresas;NA;306
Gestão e Interesse Público;NA;2334;GIP - Gestão e Interesse Público;NA;307
Global Report Intiative;NA;806;Global Reporting Initiative;NA;308
Ministry of Lands, Housing and Environment;Environment Department;1964;Governo de Serra Leoa;NA;309
Reflexão e Apoio do Processo Group;NA;1045;GRAP - Grupo de Reflexão e Apoio do Processo do Fórum Social Mundial;NA;310
Green Domus Brazil;NA;2082;Green Domus;NA;311
Green Domus;NA;2140;Green Domus;NA;311
Green Domus Sustainable Development;NA;2243;Green Domus;NA;311
"Green Domus SustainableDevelopment Ltda; Neutralize Carbono Ltda";NA;2329;Green Domus;NA;311
Green European Institute AISBL;NA;2129;Green European Institute AISBL;NA;312
Green Initiative;NA;143;Iniciativa Verde;NA;313
The Green Initiative;NA;1706;Iniciativa Verde;NA;313
Martinelli Group;NA;2173;Grupo Martinelli;NA;314
PLANTAR S.A.;NA;1530;Grupo Plantar;NA;315
CCN PLANTAR S.A.;NA;1531;Grupo Plantar;NA;315
Plantar SA;NA;1750;Grupo Plantar;NA;315
Plantar Siderúrgica S.A.;NA;1762;Grupo Plantar;NA;315
Grupo Plantar;Grupo Plantar;1828;Grupo Plantar;NA;315
Grupo Plantar;Carbon Project;1854;Grupo Plantar;NA;315
Grupo Plantar;Climate Policy;1855;Grupo Plantar;NA;315
Plantar Carbon;NA;2143;Grupo Plantar;NA;315
Plantar Carbon Ambiental;Project;2205;Grupo Plantar;NA;315
Plantar Carbon Ambiental;NA;2212;Grupo Plantar;NA;315
Plantar Carbon;Climate Change;2410;Grupo Plantar;NA;315
Work Group on Climate Change;NA;1529;Grupo de Trabalho sobre Mudanças Climáticas;NA;316
GTA - Workgroup on Amazon;NA;1565;GTA - Grupo de Trabalho Amazônico;NA;317
Amazonian Working Group - GTA;NA;1596;GTA - Grupo de Trabalho Amazônico;NA;317
Grupo de Trabalho Amazônico;NA;1851;GTA - Grupo de Trabalho Amazônico;NA;317
Amazon Working Group;Amazon Working;2054;GTA - Grupo de Trabalho Amazônico;NA;317
Amazon Working Group;NA;2055;GTA - Grupo de Trabalho Amazônico;NA;317
Amazonian Working Group - GTA;Presidency;2056;GTA - Grupo de Trabalho Amazônico;NA;317
Working Group of Sustainable Cattle Farming - GTPS;NA;2245;GTPS - Grupo de Trabalho da Pecuária Sustentável;NA;318
Associação Civil da Pecuária Sustentável;NA;3061;GTPS - Grupo de Trabalho da Pecuária Sustentável;NA;318
Heinrich Boell Foundation;NA;1609;Heinrich Böll Stiftung;NA;319
Heinrich Böll Foundation - Brazil;NA;2249;Heinrich Böll Stiftung;NA;319
Helix-GPG Consultoría Ambiental;NA;1614;Helix-GPG Consultoria Ambiental;NA;320
Hemobras;Strategic Products and Innovation;963;Hemobrás - Empresa Brasileira de Hemoderivados e Biotecnologia;NA;321
Hemobras;NA;1182;Hemobrás - Empresa Brasileira de Hemoderivados e Biotecnologia;NA;321
Hlavnicka, Araújo e Opic Law Firm;NA;1702;Hlavnicka, Araújo e Opic Advogados;NA;322
HSBC Brazil;Health, Safety and Environment (HSE);2270;HSBC Brasil;NA;323
Brazilian Institute of the Environment and Renewable Natural Resources;NA;45;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
IBAMA;National Parks, Ibama Parana;55;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
IBAMA;NA;62;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
IBAMA;NA;62;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
IBAMA;Parque Nacional de Iguacu;101;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
IBAMA;Directory of Environmental Quality;163;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
IBAMA;Department of Environmental Quality;168;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
IBAMA;Directorate of Environmental Quality;172;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
IBAMA;Department of Pesticide;191;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
IBAMA;Department of Chemical Substances;194;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
IBAMA;"Environmental Quality Management; Directorate of Environmental Quality";214;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
Instituto Brasileiro do Meio Ambiente e dos Recursos Naturales Renovaveis;Diretoria de Ecossistemas;246;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
IBAMA;Departamento da Vida Silvestre;251;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
IBAMA;Presidência;254;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
IBAMA;Departamento de Vida Silvestre;258;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - IBAMA;Departemento de Vida Silvestre (DEVIS/DIREC);260;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
IBAMA;Diretoria de Fauna e Recursos Pesqueiros - DIFAP;265;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - IBAMA;NA;266;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - IBAMA;Departamento de Vida Silvestre (DEVIS/DIREC);268;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - IBAMA;Coordenação Geral de Gestão dos Recursos Pesqueiros;269;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - IBAMA;Diretoria de Florestas - DIREF;271;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
IBAMA;Sustainable Use for Biodiversity and Forest Department;274;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
IBAMA;Forest Protection and Conservation Division;275;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
IBAMA;Department of Forest Resources;302;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
Brazilian Institute of the Environment;NA;1243;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
Brazilian Institute of Environment and Renewable Natural Resources;NA;1332;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;NA;324
