"";"org_sujo";"org_detalhe_sujo";"id_org_dupla";"org_limpo";"org_detalhe_limpo";"id_org_unica"
"1039";"Martinelli Group";NA;2173;"Grupo Martinelli";NA;314
"1040";"Mathematics National Institute";NA;658;"Instituto Nacional de Matemática Pura e Aplicada";NA;383
"1041";"Mato Grosso do Sul State University";NA;766;"Universidade Estadual de Mato Grosso do Sul";NA;624
"1042";"Mauricio Grabois Foundation";NA;2023;"Fundação Maurício Grabois";NA;299
"1043";"Mayors National Front";NA;2628;"Frente Nacional de Prefeitos";NA;281
"1044";"MCT";NA;1726;"Ministério da Ciência e Tecnologia";NA;422
"1045";"Menezes, Lopes Dessimoni and Abreu Law Firm";NA;1744;"Menezes, Lopes Dessimoni e Abreu Advogados";NA;418
"1046";"Metropolitan Sanitation Agency for São Paulo";NA;357;"SANESP - Companhia Metropolitana de Saneamento de São Paulo";NA;547
"1047";"Michelin";"Environment";1047;"Michelin";NA;419
"1048";"Michelin Private Sector";"Government and Institutional Relations";805;"Michelin";NA;419
"1049";"Mineral Brazilians Institute";NA;902;"IBRAM - Instituto Brasileiro de Museus";NA;329
"1050";"Mineral Production National Department";"Rio de Janeiro";494;"DNPM - Departamento Nacional de Produção Mineral";NA;201
"1051";"Mineral Production National Department";NA;544;"DNPM - Departamento Nacional de Produção Mineral";NA;201
"1052";"Mineral Technology Center";NA;773;"CETEM - Centro de Tecnologia Mineral";NA;125
"1053";"Mining Museum";NA;1051;"Mining Museum";NA;420
"1054";"Minister of Culture";"Secretariat for Audiovisual";419;"Ministério da Cultura";NA;423
"1055";"Minister of Planning and General Co-ordination";NA;350;"Secretaria de Planejamento da Presidência da República";NA;556
"1056";"Ministério da Agricultura e Abastecimento";NA;1280;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1057";"Ministério da Integração Nacional";"Gerência de Estudos e Projetos";1273;"Ministério da Integração Nacional";NA;428
"1058";"Ministério da Saúde";"National Confederation of Health";113;"Ministério da Saúde";NA;432
"1059";"Ministerio das Relacoes Exteriores";NA;245;"Ministério das Relações Exteriores";NA;435
"1060";"Ministerio das Relacoes Exteriores";"Divisao do Meio Ambiente";267;"Ministério das Relações Exteriores";NA;435
"1061";"Ministerio das Relações Exteriores";"Divisão do Meio Ambiente";305;"Ministério das Relações Exteriores";NA;435
"1062";"Ministério das Relaçoes Exteriores";"Divisao do Meio-Ambiente, (DEMA)";28;"Ministério das Relações Exteriores";NA;435
"1063";"Ministério das Relações Exteriores";"Representante Adjunto do MRE na Região Nordeste";1270;"Ministério das Relações Exteriores";NA;435
"1064";"Ministério das Relações Exteriores";"Divisão de Meio Ambiente";1271;"Ministério das Relações Exteriores";NA;435
"1065";"Ministério de Ciência e Tecnologia";"Comissão Nacional de Energia Nuclear";1371;"Ministério da Ciência e Tecnologia";NA;422
"1066";"Ministerio de Meio Ambiente, Recursos Hídricos e Amazônia Legal";"Director of Natural Renewable Resources";307;"Ministério do Meio Ambiente";NA;442
"1067";"Ministerio de Relaciones Exteriores";NA;263;"Ministério das Relações Exteriores";NA;435
"1068";"Ministerio de Salud";"Departamento de Vigilancia em Salud Ambiental y Salud del Trabajador";1313;"Ministério da Saúde";NA;432
"1069";"Ministerio del Medio Ambiente";NA;1287;"Ministério do Meio Ambiente";NA;442
"1070";"Ministerio del Medio Ambiente";"Secretaria de Recursos Hidráulicos";1291;"Ministério do Meio Ambiente";NA;442
"1071";"Ministerio del Medio Ambiente";"Estado do Maranhão";1302;"Ministério do Meio Ambiente";NA;442
"1072";"Ministerio do Meio Ambiente";NA;26;"Ministério do Meio Ambiente";NA;442
"1073";"Ministerio do Meio Ambiente";"Assessoria de Assuntos Internacionais";277;"Ministério do Meio Ambiente";NA;442
"1074";"Ministerio do Meio ambiente";NA;1307;"Ministério do Meio Ambiente";NA;442
"1075";"Ministerio do Meio Ambiente";"DA Amazonia Legal, Departamento de Cooperação Internacional";1382;"Ministério do Meio Ambiente";NA;442
"1076";"Ministério do Meio Ambiente";NA;252;"Ministério do Meio Ambiente";NA;442
"1077";"Ministério do Meio Ambiente";"Secretaria de Recursos Hídricos";1266;"Ministério do Meio Ambiente";NA;442
"1078";"Ministério do Meio Ambiente";"Assessoria Especial para Assuntos Internacionais";1267;"Ministério do Meio Ambiente";NA;442
"1079";"Ministério do Meio Ambiente";"Assessoria de Comunicação Social";1268;"Ministério do Meio Ambiente";NA;442
"1080";"Ministério do Meio Ambiente";"Assessoria Internacional";1281;"Ministério do Meio Ambiente";NA;442
"1081";"Ministério do Meio Ambiente";"Cabinet of Minister";1284;"Ministério do Meio Ambiente";NA;442
"1082";"Ministério do Meio Ambiente";"Diretoria de Desenvolvimento Rural Sustentável e Combate à Desertificação";1306;"Ministério do Meio Ambiente";NA;442
"1083";"Ministério Extraordinário de Política Fundiária";NA;1269;"Ministério Extraordinário de Política Fundiária";NA;448
"1084";"Ministério Extraordinário de Política Fundiária";"Projeto FIDA";1272;"Ministério Extraordinário de Política Fundiária";NA;448
"1085";"Ministerio Publico";NA;88;"Ministério Público Federal";NA;450
"1086";"Minister's Office";NA;525;"Ministério das Relações Exteriores";NA;435
"1087";"Ministry for Cities";NA;378;"Ministério das Cidades";NA;433
"1088";"Ministry for Environment";NA;655;"Ministério do Meio Ambiente";NA;442
"1089";"Ministry for Environment";"Ozone Unit of the Secretariat of Environmental Quality for Human Settlements";1411;"Ministério do Meio Ambiente";NA;442
"1090";"Ministry for Foreign Affairs";NA;1384;"Ministério das Relações Exteriores";NA;435
"1091";"Ministry for Foreign Affairs";"Permanent Mission of Brasil to the United Nations, Vienna";1386;"Ministério das Relações Exteriores";NA;435
"1092";"Ministry for Foreign Affairs";"Division of Environment";1406;"Ministério das Relações Exteriores";NA;435
"1093";"Ministry for National Integration";NA;500;"Ministério da Integração Nacional";NA;428
"1094";"Ministry for Science and Technology";NA;21;"Ministério da Ciência e Tecnologia";NA;422
"1095";"Ministry for Social Development and Hunger Alleviation";NA;377;"Ministério do Desenvolvimento Social e Combate à Fome";NA;438
"1096";"Ministry for Social Development and Hunger Alleviation";"Communication and Press Office";399;"Ministério do Desenvolvimento Social e Combate à Fome";NA;438
"1097";"Ministry for Social Development and Hunger Alleviation";"Press Office";428;"Ministério do Desenvolvimento Social e Combate à Fome";NA;438
"1098";"Ministry for Social Development and Hunger Alleviation";"National Secretariat to Combat Hunger";656;"Ministério do Desenvolvimento Social e Combate à Fome";NA;438
"1099";"Ministry for Social Development and Hunger Alleviation";"Public Information Policy advisor";759;"Ministério do Desenvolvimento Social e Combate à Fome";NA;438
"1100";"Ministry for Social Development and Hunger Alleviation";"Director for Programmes";849;"Ministério do Desenvolvimento Social e Combate à Fome";NA;438
"1101";"Ministry for Social Development and hunger Alleviation";NA;1141;"Ministério do Desenvolvimento Social e Combate à Fome";NA;438
"1102";"Ministry for Social Development and Hunger Alleviation";"Scheduling";1223;"Ministério do Desenvolvimento Social e Combate à Fome";NA;438
"1103";"Ministry for the Cities";"Urban Land Issues and Risks Prevention";472;"Ministério das Cidades";NA;433
"1104";"Ministry for the Cities";"International Relations Office";697;"Ministério das Cidades";NA;433
"1105";"Ministry for the Cities";"National secretariat for housing";819;"Ministério das Cidades";NA;433
"1106";"Ministry for the Cities";NA;875;"Ministério das Cidades";NA;433
"1107";"Ministry for the Cities";"Secretariat for Transport and Urban Mobility";926;"Ministério das Cidades";NA;433
"1108";"Ministry for the Cities";"National Secretariat for Environmental Sanitation";934;"Ministério das Cidades";NA;433
"1109";"Ministry for the Environment and the Amazon Region";NA;8;"Ministério do Meio Ambiente";NA;442
"1110";"Ministry for the Environment, the Legal Amazon and Water Resources";"General Coordinator on Biological Diversity";18;"Ministério do Meio Ambiente";NA;442
"1111";"Ministry of Agrarian Development";"Land Reform and Rural Development";114;"Ministério do Desenvolvimento Agrário";NA;437
"1112";"Ministry of Agrarian Development";NA;381;"Ministério do Desenvolvimento Agrário";NA;437
"1113";"Ministry of Agrarian Development";"International Affairs and trade Promotion Office";796;"Ministério do Desenvolvimento Agrário";NA;437
"1114";"Ministry of Agrarian Development";"Secretariat for Family Agriculture";932;"Ministério do Desenvolvimento Agrário";NA;437
"1115";"Ministry of Agrarian Development";"Minister's office";997;"Ministério do Desenvolvimento Agrário";NA;437
"1116";"Ministry of Agricultural Development";NA;1889;"Ministério do Desenvolvimento Agrário";NA;437
"1117";"Ministry of Agriculture";"EMBRAPA/SEDE";29;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1118";"Ministry of Agriculture";"EMBRAPA";36;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1119";"Ministry of Agriculture";NA;38;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1120";"Ministry of Agriculture";"Brazilian Institute of Forestry Development";346;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1121";"Ministry of Agriculture";"International";1663;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1122";"Ministry of Agriculture";"Department of Agribusiness International Promotion";2592;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1123";"Ministry of Agriculture";"Secretary of Agribusiness International Relations";2594;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1124";"Ministry of Agriculture";"Press";2595;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1125";"Ministry of Agriculture";"Foreign Trade";2647;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1126";"Ministry of Agriculture";"International Sustainability Negotiations";2676;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1127";"Ministry of Agriculture and Supply";NA;1265;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1128";"Ministry of Agriculture and Supply";"Livestock and Supply";1292;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1129";"Ministry of Agriculture Livestock and Supply";NA;900;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1130";"Ministry of Agriculture, Livestock and Food Suply";NA;1315;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1131";"Ministry of Agriculture, Livestock and Food Supply";NA;46;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1132";"Ministry of Agriculture, Livestock and Food Supply";"DEPTA/SDC";102;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1133";"Ministry of Agriculture, Livestock and Food Supply";"Livestock and Agriculture International Surveillance";164;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1134";"Ministry of Agriculture, Livestock and Food Supply";"Coordination of Pesticides";177;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1135";"Ministry of Agriculture, Livestock and Food Supply";"Department of Agriculture Inputs Inspection";190;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1136";"Ministry of Agriculture, Livestock and Food Supply";"Departamento de Defesa e Inspeção Vegetal; Secretaria de Defesa Agropecuária";198;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1137";"Ministry of Agriculture, Livestock and Food Supply";"Inspection Department of Agriculture Inputs";209;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1138";"Ministry of Agriculture, Livestock and Food Supply";"General Coordination of Pesticides";215;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1139";"Ministry of Agriculture, Livestock and Food Supply";"General Coordination of Pesticides; Inspection Department of Agriculture Inputs";223;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1140";"Ministry of Agriculture, Livestock and Food Supply";"Division of Pesticide Registry";228;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1141";"Ministry of Agriculture, Livestock and Food Supply";"Animal and Plant Protection Secretariat";234;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1142";"Ministry of Agriculture, Livestock and Food Supply";"Coordination for Codex Alimentarius Matter; Department of Sanitary and Phytosanitary Matters";235;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1143";"Ministry of Agriculture, Livestock and Food Supply";"Department of Non-Tariff Negotiations";2569;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1144";"Ministry of Agriculture, Livestock and Supply";NA;319;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1145";"Ministry of Agriculture, Livestock and Supply";"International Relations Secretariat";657;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1146";"Ministry of Agriculture, Livestock and Supply";"Secretariat for Agricultural Development and Cooperativism";760;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1147";"Ministry of Agriculture, Livestock and Supply";"Consumer Division";969;"Ministério da Agricultura, Pecuária e Abastecimento";NA;421
"1148";"Ministry of Budget, Planning and Management";NA;1452;"Ministério do Planejamento, Orçamento e Gestão";NA;444
"1149";"Ministry of Cities";"Urban Mobility";1722;"Ministério das Cidades";NA;433
"1150";"Ministry of Cities";"International Relations Advisory";1725;"Ministério das Cidades";NA;433
"1151";"Ministry of Cities";"International Affairs";1727;"Ministério das Cidades";NA;433
"1152";"Ministry of Cities";"Environmental Sanitation Secretariat";2468;"Ministério das Cidades";NA;433
"1153";"Ministry of Communications";NA;370;"Ministério das Comunicações";NA;434
"1154";"Ministry of Communications";"Secretariat for Eletronic Communication";791;"Ministério das Comunicações";NA;434
"1155";"Ministry of Communications";"Secretariat for Digital Inclusion";968;"Ministério das Comunicações";NA;434
"1156";"Ministry of Communications";"Secretariat for telecommunications";1066;"Ministério das Comunicações";NA;434
"1157";"Ministry of Culture";NA;60;"Ministério da Cultura";NA;423
"1158";"Ministry of Culture";"International Relations";636;"Ministério da Cultura";NA;423
"1159";"Ministry of Culture";"Secretariat for Creative Economy";664;"Ministério da Cultura";NA;423
"1160";"Ministry of Culture";"Secretariat for Cultural Incentive and Promotion";835;"Ministério da Cultura";NA;423
"1161";"Ministry of Culture";"Secretariat for Citizenship and Diversity";1011;"Ministério da Cultura";NA;423
"1162";"Ministry of Culture";"Institutional Networking";1179;"Ministério da Cultura";NA;423
"1163";"Ministry of Culture";"Secretariat for Cultural Policies";1196;"Ministério da Cultura";NA;423
"1164";"Ministry of Defence";NA;383;"Ministério da Defesa";NA;424
"1165";"Ministry of Defence";"Military Affairs";573;"Ministério da Defesa";NA;424
"1166";"Ministry of Defence";"Technology and Science Department";1360;"Ministério da Defesa";NA;424
"1167";"Ministry of Defense";NA;51;"Ministério da Defesa";NA;424
"1168";"Ministry of Defense";"Divisao de Politicas Setoriais";99;"Ministério da Defesa";NA;424
"1169";"Ministry of Development";NA;39;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";NA;439
"1170";"Ministry of Development Industry and Trade";"International Relations";582;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";NA;439
"1171";"Ministry of Development Industry and Trade";"Undersecretariat for Strategic Management and Competitiveness";1174;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";NA;439
"1172";"Ministry of Development, Industry and Commerce";NA;1514;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";NA;439
"1173";"Ministry of Development, Industry and Foreign Trade";NA;74;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";NA;439
"1174";"Ministry of Development, Industry and Foreign Trade";"International Trade Expert";178;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";NA;439
"1175";"Ministry of Development, Industry and Foreign Trade";"Industrial Technology Secretariat";182;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";NA;439
"1176";"Ministry of Development, Industry and Foreign Trade";"Secretariat of Foreign Trade";1409;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";NA;439
