org_sujo;org_detalhe_sujo;id_org_dupla;org_limpo;org_detalhe_limpo;id_org_unica
Instituto Brasileiro de Desenvolvimento Florestal;Departamento de Parques Nacionais e Reservas Equivalentes;241;IBDF - Instituto Brasileiro de Desenvolvimento Florestal;;326
"Instituto Brasileiro de Mineração (IBRAM); CNI; Coema";NA;1821;CNI - Confederação Nacional da Indústria;;138
Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - IBAMA;Departemento de Vida Silvestre (DEVIS/DIREC);260;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;;324
Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - IBAMA;NA;266;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;;324
Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - IBAMA;Departamento de Vida Silvestre (DEVIS/DIREC);268;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;;324
Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - IBAMA;Coordenação Geral de Gestão dos Recursos Pesqueiros;269;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;;324
Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - IBAMA;Diretoria de Florestas - DIREF;271;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;;324
Instituto Brasileiro do Meio Ambiente e dos Recursos Naturales Renovaveis;Diretoria de Ecossistemas;246;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;;324
Instituto Centro de Vida;NA;2058;Instituto Centro de Vida;;360
Instituto Chico Mendes de Conservacao da Biodiversidade - ICMBi;Coordenadoria Geral de Conservacao das Espécies Ameacadas - CGESP;284;ICMBio - Instituto Chico Mendes de Conservação da Biodiversidade;;333
Instituto Cotait Ruggiero;NA;2347;Instituto Cotait Ruggiero;;361
Instituto de Conservaçâo e Desenvolvimento Sustentável;NA;2132;Instituto de Conservaçâo e Desenvolvimento Sustentável;;362
Instituto de Conservação e Desenvolvimento Sustentável do Amazonas;NA;1758;IDESAM - Instituto de Conservação e Desenvolvimento Sustentável do Amazonas;;338
Instituto do PVC;NA;157;Instituto do PVC;;365
Instituto Ecologica;NA;1500;Instituto Ecológica;;368
Instituto Ecoplan;NA;1746;Instituto Ecoplan;;369
Instituto Ecoplan;Instituto Ecoplan;1885;Instituto Ecoplan;;369
Instituto Ethos;NA;2151;Instituto Ethos;;370
Instituto Ethos;Public Policies;2316;Instituto Ethos;;370
Instituto Nacional de Pesquisas Espaciais;NA;1647;INPE - Instituto Nacional de Pesquisas Espaciais;;352
Instituto SocioAmbiental;NA;95;Instituto SocioAmbiental;;386
Instituto Superior de Administração e Economia ISAE/FGV;NA;2171;FGV - Fundação Getúlio Vargas;;264
Inter-American Institute for Global Change Research;NA;1558;Inter-American Institute for Global Change Research;;390
Interministerial Committee on Global Climate Change;NA;1554;CIMGC - Comissão Interministerial de Mudança Global do Clima;;131
International Association of Economic and Social Council and Similar Institutions;NA;1934;AICESIS - International Association of Economic and Social Councils and Similar Institutions;;28
International Centre for Trade and Sustainable Development;NA;2088;ICTSD - International Centre for Trade and Sustainable Development;;335
International Chamber of Comerce Brazil;International Affairs;982;CCI - Câmara de Comércio Internacional;;113
International Chamber of Commerce;Environmental Legal Working Group;1466;CCI - Câmara de Comércio Internacional;;113
International Chamber of Commerce;Brazilian Committee;1626;CCI - Câmara de Comércio Internacional;;113
International Chamber of Commerce;NA;1642;CCI - Câmara de Comércio Internacional;;113
International Chamber of Commerce - Brazil;NA;1625;CCI - Câmara de Comércio Internacional;;113
International Conservation of Brazil;Institutional Relations;2175;Conservation International;;173
International Council for Local Environment Initiatives;Latin America and Caribbean Secretariat;1622;ICLEI - Local Governments for Sustainability;;332
International Democratic Federation of Women;NA;988;WIDF - Women's International Democratic Federation;;667
International Institute for Sustainability;Research;2267;IIS - Instituto Internacional para a Sustentabilidade;;341
International Institute for Sustainability;NA;2286;IIS - Instituto Internacional para a Sustentabilidade;;341
International Organisation of Supreme Audit Institutions;NA;2012;INTOSAI - International Organization of Supreme Audit Institutions;;391
International Peasant Movement;Public Relations;991;Via Campesina;;657
Interstate Federation of Engineering Unions;NA;652;FISENGE - Federação Interestadual de Sindicatos de Engenheiros;;274
Intertribal Committee;NA;1041;Comitê Intertribal;;153
ISADI;NA;1685;ISADI - Instituto Socioambiental de Desenvolvimento Integrado do Ipiranga;;397
Isolux Energia e Participações S/A;Concession and Energy Division, Sustainability;2259;Isolux Energia e Participações S/A;;398
Itaipu Binacional;NA;2130;Itaipu Binacional;;400
Itaipu Binacional;Coordination and Environment;2392;Itaipu Binacional;;400
Itaipu Binacional;Finance;2417;Itaipu Binacional;;400
Itaipu Binacional;Brazil;2551;Itaipu Binacional;;400
Itaipu Binacional;Coordination;2735;Itaipu Binacional;;400
Itaú Bank;Sustainability;2186;Banco Itaú;;73
Japanese Commerce and Industry Chamber in Brazil;NA;1644;Câmara de Comércio e Indústria Japonesa do Brasil;;99
Joint Staff of the Armed Forces;Strategic Affairs;467;Estado-Maior Conjunto das Forças Armadas;;250
Joint Staff of the Armed Forces;Preparation and Employment;498;Estado-Maior Conjunto das Forças Armadas;;250
Joint Staff of the Armed Forces;NA;502;Estado-Maior Conjunto das Forças Armadas;;250
Joint Staff of the Armed Forces;Logistics;538;Estado-Maior Conjunto das Forças Armadas;;250
Jornada da Juventude;NA;1099;Jornada da Juventude;;401
Jubileu Sul Américas;NA;2039;Jubileu Sul Américas;;402
Key Associados;NA;1883;Key Associados;;403
Key Associados;Key Associados;1941;Key Associados;;403
Klabin;NA;1835;Klabin;;404
KPMG;NA;2073;KPMG;;405
KPMG;Climate Change and Sustainablity;2169;KPMG;;405
KPMG;Risk Consulting;2312;KPMG;;405
Landless Workers Movement;NA;874;MST - Movimento dos Trabalhadores Rurais Sem Terra;;458
Latin America Climate Initiative - ICAL;Brazil;2241;ICAL - Iniciativa Clima América Latina;;330
Latin America Council of Churches Brazil;NA;745;Conselho Latino-Americano de Igrejas - Brasil;;170
Latin America Non-Governamental Organizations Association;NA;1118;Associação Latino-americana de ONGs;;63
Latin American Institute;NA;2117;Instituto Latino Americano;;379
Law School Izabela Hendrix;NA;1499;Instituto Metodista Izabela Hendrix;;382
Legal Amazon Consortium;NA;2730;Consórcio da Amazônia Legal;;174
Legislative Assembly of the State of Amapá;NA;588;Estado do Amapá;;236
Legislative Assembly of the State of Goiás;NA;854;Estado de Goiás;;225
Legislative Assembly of the State of Paraíba;NA;1173;Estado da Paraíba;;223
Legislative Assembly of the State of Rio de Janeiro;Commission on Representation for Rio+20;409;Estado do Rio de Janeiro;;245
Legislative Assembly of the State of Rio de Janeiro;NA;420;Estado do Rio de Janeiro;;245
Legislative Assembly of the State of Rio de Janeiro;Environmental Sanitation Commission;443;Estado do Rio de Janeiro;;245
Legislative Assembly of the State of Rio de Janeiro;President of the Environment Commission;444;Estado do Rio de Janeiro;;245
Linde Gases Ltda;NA;1837;Linde Gases Ltda;;406
LLP;Partner, LLP;1857;LLP;;407
Lula Institute;NA;572;Instituto Lula;;380
Lumber Union of the State of Parana and Brazilian Association of Wood Producers;NA;249;ABPMEX - Associação Brasileira de Produtores e Exportadores de Madeiras;;14
Luta pela Moradia National Movement;Sustainability Manager;526;Movimento Nacional de Luta pela Moradia;;456
Lutheran World Federation - LWF;NA;2263;LWF - Lutheran World Federation;;411
Magazine Pesquisa;NA;2131;Revista Pesquisa FAPESP;;543
Mamiraua Institute;NA;834;Instituto de Desenvolvimento Sustentável Mamirauá;;363
MAN Latin America;NA;611;MAN Latin America;;412
MAN Latin America;Government and Institutional Relations;995;MAN Latin America;;412
Manejo Florestal Council;NA;598;FSC - Conselho de Manejo Florestal;;282
Marcha Mundial do Clima;NA;2404;Marcha Mundial do Clima;;414
Marfrig Alimentos;Marfrig Alimentos;2048;Marfrig Alimentos;;415
Marina Silva Institute;NA;1030;Instituto Marina Silva;;381
Martinelli Group;NA;2173;Grupo Martinelli;;314
Mathematics National Institute;NA;658;Instituto Nacional de Matemática Pura e Aplicada;;383
Mato Grosso do Sul State University;NA;766;Universidade Estadual de Mato Grosso do Sul;;624
Mauricio Grabois Foundation;NA;2023;Fundação Maurício Grabois;;299
Mayors National Front;NA;2628;Frente Nacional de Prefeitos;;281
MCT;NA;1726;Ministério da Ciência e Tecnologia;;422
Menezes, Lopes Dessimoni and Abreu Law Firm;NA;1744;Menezes, Lopes Dessimoni e Abreu Advogados;;418
Metropolitan Sanitation Agency for São Paulo;NA;357;SANESP - Companhia Metropolitana de Saneamento de São Paulo;;547
Michelin;Environment;1047;Michelin;;419
Michelin Private Sector;Government and Institutional Relations;805;Michelin;;419
Mineral Brazilians Institute;NA;902;IBRAM - Instituto Brasileiro de Museus;;329
Mineral Production National Department;Rio de Janeiro;494;DNPM - Departamento Nacional de Produção Mineral;;201
Mineral Production National Department;NA;544;DNPM - Departamento Nacional de Produção Mineral;;201
Mineral Technology Center;NA;773;CETEM - Centro de Tecnologia Mineral;;125
Mining Museum;NA;1051;Mining Museum;;420
Minister of Culture;Secretariat for Audiovisual;419;Ministério da Cultura;;423
Minister of Planning and General Co-ordination;NA;350;Secretaria de Planejamento da Presidência da República;;556
Ministério da Agricultura e Abastecimento;NA;1280;Ministério da Agricultura, Pecuária e Abastecimento;;421
Ministério da Integração Nacional;Gerência de Estudos e Projetos;1273;Ministério da Integração Nacional;;428
Ministério da Saúde;National Confederation of Health;113;Ministério da Saúde;;432
Ministerio das Relacoes Exteriores;NA;245;Ministério das Relações Exteriores;;435
Ministerio das Relacoes Exteriores;Divisao do Meio Ambiente;267;Ministério das Relações Exteriores;;435
Ministerio das Relações Exteriores;Divisão do Meio Ambiente;305;Ministério das Relações Exteriores;;435
Ministério das Relaçoes Exteriores;Divisao do Meio-Ambiente, (DEMA);28;Ministério das Relações Exteriores;;435
Ministério das Relações Exteriores;Representante Adjunto do MRE na Região Nordeste;1270;Ministério das Relações Exteriores;;435
Ministério das Relações Exteriores;Divisão de Meio Ambiente;1271;Ministério das Relações Exteriores;;435
Ministério de Ciência e Tecnologia;Comissão Nacional de Energia Nuclear;1371;Ministério da Ciência e Tecnologia;;422
Ministerio de Meio Ambiente, Recursos Hídricos e Amazônia Legal;Director of Natural Renewable Resources;307;Ministério do Meio Ambiente;;442
Ministerio de Relaciones Exteriores;NA;263;Ministério das Relações Exteriores;;435
Ministerio de Salud;Departamento de Vigilancia em Salud Ambiental y Salud del Trabajador;1313;Ministério da Saúde;;432
Ministerio del Medio Ambiente;NA;1287;Ministério do Meio Ambiente;;442
Ministerio del Medio Ambiente;Secretaria de Recursos Hidráulicos;1291;Ministério do Meio Ambiente;;442
Ministerio del Medio Ambiente;Estado do Maranhão;1302;Ministério do Meio Ambiente;;442
Ministerio do Meio Ambiente;NA;26;Ministério do Meio Ambiente;;442
Ministerio do Meio Ambiente;Assessoria de Assuntos Internacionais;277;Ministério do Meio Ambiente;;442
Ministerio do Meio ambiente;NA;1307;Ministério do Meio Ambiente;;442
Ministerio do Meio Ambiente;DA Amazonia Legal, Departamento de Cooperação Internacional;1382;Ministério do Meio Ambiente;;442
Ministério do Meio Ambiente;NA;252;Ministério do Meio Ambiente;;442
Ministério do Meio Ambiente;Secretaria de Recursos Hídricos;1266;Ministério do Meio Ambiente;;442
Ministério do Meio Ambiente;Assessoria Especial para Assuntos Internacionais;1267;Ministério do Meio Ambiente;;442
Ministério do Meio Ambiente;Assessoria de Comunicação Social;1268;Ministério do Meio Ambiente;;442
Ministério do Meio Ambiente;Assessoria Internacional;1281;Ministério do Meio Ambiente;;442
Ministério do Meio Ambiente;Cabinet of Minister;1284;Ministério do Meio Ambiente;;442
Ministério do Meio Ambiente;Diretoria de Desenvolvimento Rural Sustentável e Combate à Desertificação;1306;Ministério do Meio Ambiente;;442
Ministério Extraordinário de Política Fundiária;NA;1269;Ministério Extraordinário de Política Fundiária;;448
Ministério Extraordinário de Política Fundiária;Projeto FIDA;1272;Ministério Extraordinário de Política Fundiária;;448
Ministerio Publico;NA;88;Ministério Público Federal;;450
Minister's Office;NA;525;Ministério das Relações Exteriores;;435
Ministry for Cities;NA;378;Ministério das Cidades;;433
Ministry for Environment;NA;655;Ministério do Meio Ambiente;;442
Ministry for Environment;Ozone Unit of the Secretariat of Environmental Quality for Human Settlements;1411;Ministério do Meio Ambiente;;442
Ministry for Foreign Affairs;NA;1384;Ministério das Relações Exteriores;;435
Ministry for Foreign Affairs;Permanent Mission of Brasil to the United Nations, Vienna;1386;Ministério das Relações Exteriores;;435
Ministry for Foreign Affairs;Division of Environment;1406;Ministério das Relações Exteriores;;435
Ministry for National Integration;NA;500;Ministério da Integração Nacional;;428
Ministry for Science and Technology;NA;21;Ministério da Ciência e Tecnologia;;422
Ministry for Social Development and Hunger Alleviation;NA;377;Ministério do Desenvolvimento Social e Combate à Fome;;438
Ministry for Social Development and Hunger Alleviation;Communication and Press Office;399;Ministério do Desenvolvimento Social e Combate à Fome;;438
Ministry for Social Development and Hunger Alleviation;Press Office;428;Ministério do Desenvolvimento Social e Combate à Fome;;438
Ministry for Social Development and Hunger Alleviation;National Secretariat to Combat Hunger;656;Ministério do Desenvolvimento Social e Combate à Fome;;438
Ministry for Social Development and Hunger Alleviation;Public Information Policy advisor;759;Ministério do Desenvolvimento Social e Combate à Fome;;438
Ministry for Social Development and Hunger Alleviation;Director for Programmes;849;Ministério do Desenvolvimento Social e Combate à Fome;;438
Ministry for Social Development and hunger Alleviation;NA;1141;Ministério do Desenvolvimento Social e Combate à Fome;;438
Ministry for Social Development and Hunger Alleviation;Scheduling;1223;Ministério do Desenvolvimento Social e Combate à Fome;;438
Ministry for the Cities;Urban Land Issues and Risks Prevention;472;Ministério das Cidades;;433
Ministry for the Cities;International Relations Office;697;Ministério das Cidades;;433
Ministry for the Cities;National secretariat for housing;819;Ministério das Cidades;;433
Ministry for the Cities;NA;875;Ministério das Cidades;;433
