"";"section_h1";"section_h2";"report_id";"sentence";"sent_order";"interaction";"sender";"target";"title";"event";"event_name";"conf_startdate";"conf_enddate";"negotiation_date";"row_id"
"213";"POLICIES AND MEASURES
";"First subsection";502;"The US, supported by JAPAN and CANADA, suggested combining elements in the two paragraphs but objected to references to financial and fiscal incentives and patent-protected environmentally sound technologies.";16645;"agreement";"JAPAN";"CANADA";"Report of main proceedings for 30 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-30;213
"214";"POLICIES AND MEASURES
";"First subsection";502;"NEW ZEALAND, supported by CANADA and JAPAN, indicated that the issue of removals by sinks had not been formally discussed by the non-groups on QELROs.";16657;"agreement";"JAPAN";"CANADA";"Report of main proceedings for 30 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-30;214
"215";"POLICIES AND MEASURES
";"First subsection";502;"NEW ZEALAND, supported by CANADA and JAPAN, indicated that the issue of removals by sinks had not been formally discussed by the non-groups on QELROs.";16657;"agreement";"CANADA";"JAPAN";"Report of main proceedings for 30 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-30;215
"216";"EVENING SESSION
";"First subsection";502;"Delegates also discussed, inter alia: a G-77/China proposal reflecting a """"flat rate"""" approach; flexibility for Parties with economies in transition undergoing the process of transition to a market economy; joint fulfillment of obligations; and bracketed references to budgets.Later in the session, the US, supported by CANADA and AUSTRALIA, suggested adding bracketed text on evolution of developing countries commitments to the article on existing commitments.";16664;"agreement";"AUSTRALIA";"CANADA";"Report of main proceedings for 30 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-30;216
"217";"EVENING SESSION
";"First subsection";502;"Delegates also discussed, inter alia: a G-77/China proposal reflecting a """"flat rate"""" approach; flexibility for Parties with economies in transition undergoing the process of transition to a market economy; joint fulfillment of obligations; and bracketed references to budgets.Later in the session, the US, supported by CANADA and AUSTRALIA, suggested adding bracketed text on evolution of developing countries commitments to the article on existing commitments.";16664;"agreement";"CANADA";"AUSTRALIA";"Report of main proceedings for 30 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-30;217
"218";"PLENARY
";"First subsection";499;"SWITZERLAND, supported by the US, said that GEF should be established as the permanent FCCC financial mechanism.";16515;"support";"US";"SWITZERLAND";"Report of main proceedings for 3 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-03;218
"219";"PLENARY
";"First subsection";499;"CHINA, supported by INDIA and IRAN, observed two tendencies: developed countries are only interested in transfer of technical information, while developing countries deem technology transfer on non-commercial and preferential terms most important; and some countries emphasize market mechanisms.";16523;"support";"INDIA";"CHINA";"Report of main proceedings for 3 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-03;219
"220";"PLENARY
";"First subsection";499;"CHINA, supported by INDIA and IRAN, observed two tendencies: developed countries are only interested in transfer of technical information, while developing countries deem technology transfer on non-commercial and preferential terms most important; and some countries emphasize market mechanisms.";16523;"support";"IRAN";"CHINA";"Report of main proceedings for 3 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-03;220
"221";"PLENARY
";"First subsection";499;"INDIA, supported by IRAN, called for the operationalization of the FCCC provisions relating to state-of-the-art environmentally sound technologies (EST), with supporting provisions in the new legal instrument.";16528;"support";"IRAN";"INDIA";"Report of main proceedings for 3 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-03;221
"222";"PLENARY
";"First subsection";499;"The EU, supported by the US and JAPAN, said donors should not place their resources in the hands of the COP.";16564;"support";"US";"EU";"Report of main proceedings for 3 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-03;222
"223";"PLENARY
";"First subsection";499;"The EU, supported by the US and JAPAN, said donors should not place their resources in the hands of the COP.";16564;"support";"JAPAN";"EU";"Report of main proceedings for 3 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-03;223
"224";"PLENARY
";"First subsection";499;"CHINA, supported by INDIA and IRAN, observed two tendencies: developed countries are only interested in transfer of technical information, while developing countries deem technology transfer on non-commercial and preferential terms most important; and some countries emphasize market mechanisms.";16523;"agreement";"IRAN";"INDIA";"Report of main proceedings for 3 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-03;224
"225";"PLENARY
";"First subsection";499;"CHINA, supported by INDIA and IRAN, observed two tendencies: developed countries are only interested in transfer of technical information, while developing countries deem technology transfer on non-commercial and preferential terms most important; and some countries emphasize market mechanisms.";16523;"agreement";"INDIA";"IRAN";"Report of main proceedings for 3 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-03;225
"226";"PLENARY
";"First subsection";499;"The EU, supported by the US and JAPAN, said donors should not place their resources in the hands of the COP.";16564;"agreement";"JAPAN";"US";"Report of main proceedings for 3 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-03;226
"227";"PLENARY
";"First subsection";499;"The EU, supported by the US and JAPAN, said donors should not place their resources in the hands of the COP.";16564;"agreement";"US";"JAPAN";"Report of main proceedings for 3 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-03;227
"228";"COMMITTEE OF THE WHOLE
";"First subsection";498;"The US, supported by NEW ZEALAND, said that the term “total emissions” does not fully encompass the meaning of the word “budget,” and noted the need to further reflect on the meaning of the term where it appeared in other parts of the text.";16452;"support";"NEW ZEALAND";"US";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;228
"229";"COMMITTEE OF THE WHOLE
";"First subsection";498;"The MARSHALL ISLANDS, supported by GRENADA, cautioned against the uncertainties connected with measuring other activities and preferred putting them in Paragraph 3.";16476;"support";"GRENADA";"MARSHALL ISLANDS";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;229
"230";"COMMITTEE OF THE WHOLE
";"First subsection";498;"BRAZIL, supported by COSTA RICA, favored Option C as in the original Chair’s text, or dropping the whole Article.";16478;"support";"COSTA RICA";"BRAZIL";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;230
"231";"COMMITTEE OF THE WHOLE
";"First subsection";498;"ICELAND, URUGUAY, CANADA, MEXICO, COSTA RICA and NEW ZEALAND supported the US’s concern that Option C refers to only a limited number of activities that can contribute to sinks.";16479;"support";"ICELAND";"US";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;231
"232";"COMMITTEE OF THE WHOLE
";"First subsection";498;"ICELAND, URUGUAY, CANADA, MEXICO, COSTA RICA and NEW ZEALAND supported the US’s concern that Option C refers to only a limited number of activities that can contribute to sinks.";16479;"support";"URUGUAY";"US";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;232
"233";"COMMITTEE OF THE WHOLE
";"First subsection";498;"ICELAND, URUGUAY, CANADA, MEXICO, COSTA RICA and NEW ZEALAND supported the US’s concern that Option C refers to only a limited number of activities that can contribute to sinks.";16479;"support";"CANADA";"US";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;233
"234";"COMMITTEE OF THE WHOLE
";"First subsection";498;"ICELAND, URUGUAY, CANADA, MEXICO, COSTA RICA and NEW ZEALAND supported the US’s concern that Option C refers to only a limited number of activities that can contribute to sinks.";16479;"support";"MEXICO";"US";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;234
"235";"COMMITTEE OF THE WHOLE
";"First subsection";498;"ICELAND, URUGUAY, CANADA, MEXICO, COSTA RICA and NEW ZEALAND supported the US’s concern that Option C refers to only a limited number of activities that can contribute to sinks.";16479;"support";"COSTA RICA";"US";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;235
"236";"COMMITTEE OF THE WHOLE
";"First subsection";498;"ICELAND, URUGUAY, CANADA, MEXICO, COSTA RICA and NEW ZEALAND supported the US’s concern that Option C refers to only a limited number of activities that can contribute to sinks.";16479;"support";"NEW ZEALAND";"US";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;236
"237";"COMMITTEE OF THE WHOLE
";"First subsection";498;"NORWAY, supported by NEW ZEALAND, added brackets around “since 1990” in Option C, as in Options A and B.";16483;"support";"NEW ZEALAND";"NORWAY";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;237
"238";"COMMITTEE OF THE WHOLE
";"First subsection";498;"ICELAND, URUGUAY, CANADA, MEXICO, COSTA RICA and NEW ZEALAND supported the US’s concern that Option C refers to only a limited number of activities that can contribute to sinks.";16479;"agreement";"URUGUAY";"ICELAND";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;238
"239";"COMMITTEE OF THE WHOLE
";"First subsection";498;"ICELAND, URUGUAY, CANADA, MEXICO, COSTA RICA and NEW ZEALAND supported the US’s concern that Option C refers to only a limited number of activities that can contribute to sinks.";16479;"agreement";"CANADA";"ICELAND";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;239
"240";"COMMITTEE OF THE WHOLE
";"First subsection";498;"ICELAND, URUGUAY, CANADA, MEXICO, COSTA RICA and NEW ZEALAND supported the US’s concern that Option C refers to only a limited number of activities that can contribute to sinks.";16479;"agreement";"MEXICO";"ICELAND";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;240
"241";"COMMITTEE OF THE WHOLE
";"First subsection";498;"ICELAND, URUGUAY, CANADA, MEXICO, COSTA RICA and NEW ZEALAND supported the US’s concern that Option C refers to only a limited number of activities that can contribute to sinks.";16479;"agreement";"COSTA RICA";"ICELAND";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;241
"242";"COMMITTEE OF THE WHOLE
";"First subsection";498;"ICELAND, URUGUAY, CANADA, MEXICO, COSTA RICA and NEW ZEALAND supported the US’s concern that Option C refers to only a limited number of activities that can contribute to sinks.";16479;"agreement";"NEW ZEALAND";"ICELAND";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;242
"243";"COMMITTEE OF THE WHOLE
";"First subsection";498;"ICELAND, URUGUAY, CANADA, MEXICO, COSTA RICA and NEW ZEALAND supported the US’s concern that Option C refers to only a limited number of activities that can contribute to sinks.";16479;"agreement";"ICELAND";"URUGUAY";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;243
"244";"COMMITTEE OF THE WHOLE
";"First subsection";498;"ICELAND, URUGUAY, CANADA, MEXICO, COSTA RICA and NEW ZEALAND supported the US’s concern that Option C refers to only a limited number of activities that can contribute to sinks.";16479;"agreement";"CANADA";"URUGUAY";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;244
"245";"COMMITTEE OF THE WHOLE
";"First subsection";498;"ICELAND, URUGUAY, CANADA, MEXICO, COSTA RICA and NEW ZEALAND supported the US’s concern that Option C refers to only a limited number of activities that can contribute to sinks.";16479;"agreement";"MEXICO";"URUGUAY";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;245
"246";"COMMITTEE OF THE WHOLE
";"First subsection";498;"ICELAND, URUGUAY, CANADA, MEXICO, COSTA RICA and NEW ZEALAND supported the US’s concern that Option C refers to only a limited number of activities that can contribute to sinks.";16479;"agreement";"COSTA RICA";"URUGUAY";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;246
"247";"COMMITTEE OF THE WHOLE
";"First subsection";498;"ICELAND, URUGUAY, CANADA, MEXICO, COSTA RICA and NEW ZEALAND supported the US’s concern that Option C refers to only a limited number of activities that can contribute to sinks.";16479;"agreement";"NEW ZEALAND";"URUGUAY";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;247
"248";"COMMITTEE OF THE WHOLE
";"First subsection";498;"ICELAND, URUGUAY, CANADA, MEXICO, COSTA RICA and NEW ZEALAND supported the US’s concern that Option C refers to only a limited number of activities that can contribute to sinks.";16479;"agreement";"ICELAND";"CANADA";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;248
"249";"COMMITTEE OF THE WHOLE
";"First subsection";498;"ICELAND, URUGUAY, CANADA, MEXICO, COSTA RICA and NEW ZEALAND supported the US’s concern that Option C refers to only a limited number of activities that can contribute to sinks.";16479;"agreement";"URUGUAY";"CANADA";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;249
"250";"COMMITTEE OF THE WHOLE
";"First subsection";498;"ICELAND, URUGUAY, CANADA, MEXICO, COSTA RICA and NEW ZEALAND supported the US’s concern that Option C refers to only a limited number of activities that can contribute to sinks.";16479;"agreement";"MEXICO";"CANADA";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;250
"251";"COMMITTEE OF THE WHOLE
";"First subsection";498;"ICELAND, URUGUAY, CANADA, MEXICO, COSTA RICA and NEW ZEALAND supported the US’s concern that Option C refers to only a limited number of activities that can contribute to sinks.";16479;"agreement";"COSTA RICA";"CANADA";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;251
"252";"COMMITTEE OF THE WHOLE
";"First subsection";498;"ICELAND, URUGUAY, CANADA, MEXICO, COSTA RICA and NEW ZEALAND supported the US’s concern that Option C refers to only a limited number of activities that can contribute to sinks.";16479;"agreement";"NEW ZEALAND";"CANADA";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;252
"253";"COMMITTEE OF THE WHOLE
";"First subsection";498;"ICELAND, URUGUAY, CANADA, MEXICO, COSTA RICA and NEW ZEALAND supported the US’s concern that Option C refers to only a limited number of activities that can contribute to sinks.";16479;"agreement";"ICELAND";"MEXICO";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;253
"254";"COMMITTEE OF THE WHOLE
";"First subsection";498;"ICELAND, URUGUAY, CANADA, MEXICO, COSTA RICA and NEW ZEALAND supported the US’s concern that Option C refers to only a limited number of activities that can contribute to sinks.";16479;"agreement";"URUGUAY";"MEXICO";"Report of main proceedings for 4 December 1997";"UNFCCC COP 3";"UNFCCC COP 3";1997-12-01;1997-12-11;1997-12-04;254
